,index,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor,district
1461,1655,11.0,64.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
1464,1658,17.0,104.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH THANH
1465,1660,29.0,183.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
1467,1664,13.0,77.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,6
1468,1665,11.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1469,1666,4.5,44.8,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
1470,1667,30.0,160.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN BINH
1471,1668,6.9,95.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,GO VAP
1472,1669,6.9,95.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,GO VAP
1473,1670,10.7,61.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
1474,1671,18.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1476,1673,28.0,96.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1
1477,1674,68.0,80.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,TAN PHU
1478,1675,2.5,44.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
1480,1677,5.8,55.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,BINH THANH
1481,1678,4.97,43.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,GO VAP
1482,1679,12.5,180.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,BINH TAN
1483,1680,4.8,92.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,THU DUC
1484,1681,5.0,100.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,THU DUC
1485,1682,4.0,40.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN PHU
1486,1683,5.0,92.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,THU DUC
1487,1684,4.0,42.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
1488,1685,1.85,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
1490,1687,5.6,35.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,10
1491,1688,13.0,51.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
1492,1689,13.0,117.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH THANH
1493,1690,15.5,32.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
1494,1691,17.0,80.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH THANH
1495,1693,1.5,24.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,THU DUC
1496,1694,29.8,65.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
1497,1696,5.2,138.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PHU NHUAN
1498,1698,2.85,40.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
1500,1700,4.7,60.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,TAN PHU
1501,1701,5.0,57.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12
1502,1702,3.6,60.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
1503,1703,5.6,67.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,THU DUC
1504,1704,5.3,77.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
1505,1705,3.2,52.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9
1506,1706,10.5,131.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
1507,1707,39.0,353.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,THU DUC
1508,1708,2.9,40.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
1509,1710,12.5,107.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,GO VAP
1510,1711,4.65,43.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,HOC MON
1511,1712,5.8,64.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,GO VAP
1512,1713,6.8,72.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,GO VAP
1513,1714,4.9,54.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
1514,1715,4.3,55.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN PHU
1515,1716,6.28,66.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6
1516,1717,8.1,60.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6
1517,1718,6.9,68.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
1521,1722,1.48,20.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH THANH
1522,1723,6.3,58.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,THU DUC
1523,1724,3.05,53.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,THU DUC
1524,1725,2.93,30.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
1525,1726,5.89,84.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH TAN
1526,1727,1.85,35.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6
1527,1728,575.0,72.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12
1528,1729,3.85,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
1529,1730,6.8,67.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
1530,1731,16.0,200.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,THU DUC
1531,1732,3.4,64.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9
1532,1733,1.8,800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
1534,1735,4.2,49.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,GO VAP
1535,1736,9.5,144.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,THU DUC
1536,1737,6.2,80.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,BINH THANH
1537,1738,10.38,80.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,BINH TAN
1538,1739,5.2,64.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
1539,1740,5.9,76.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,TAN PHU
1540,1741,6.4,45.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,BINH THANH
1542,1743,3.8,64.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,THU DUC
1543,1744,11.8,80.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
1545,1746,3.78,28.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,GO VAP
1546,1747,6.5,45.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,BINH THANH
1547,1748,8.5,74.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,THU DUC
1549,1750,14.0,280.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
1550,1751,3.0,49.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,THU DUC
1551,1752,5.6,66.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
1552,1753,13.38,72.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,TAN PHU
1553,1754,6.3,68.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
1554,1755,1.74,46.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,BINH THANH
1555,1756,8.35,94.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BINH THANH
1556,1757,4.75,56.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12
1557,1758,5.9,57.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,BINH THANH
1558,1759,10.7,72.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
1559,1760,5.4,76.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,TAN PHU
1560,1762,4.6,83.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6
1561,1763,4.75,107.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12
1562,1764,1.98,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10
1563,1765,22.22,80.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,TAN BINH
1565,1768,4.0,41.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
1566,1769,9.8,47.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,8
1567,1770,11.0,64.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,8
1568,1771,2.7,55.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
1569,1772,4.5,56.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
1570,1773,65.0,179.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,BINH THANH
1571,1775,3.2,35.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,TAN PHU
1572,1776,3.95,26.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,10
1573,1777,5.2,52.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH THANH
1575,1779,14.0,45.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,10
1576,1780,6.5,36.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,10
1577,1781,13.0,201.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,THU DUC
1578,1782,10.0,80.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,GO VAP
1579,1783,5.9,44.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
1580,1784,4.5,68.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
1581,1785,3.35,30.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6
1582,1786,3.35,42.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
1583,1787,4.35,50.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,THU DUC
1584,1788,3.3,75.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,PHU NHUAN
1585,1789,33.0,161.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,BINH THANH
1586,1790,5.2,60.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,BINH THANH
1587,1791,4.16,41.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TAN BINH
1588,1792,5.3,48.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
1589,1793,4.9,44.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
1591,1795,4.0,41.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,GO VAP
1592,1796,13.5,102.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9
1594,1798,3.0,40.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
1596,1801,3.7,52.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
1597,1802,7.28,108.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
1598,1803,3.5,34.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,TAN BINH
1599,1804,31.0,196.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,NHA BE
1600,1805,4.05,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
1601,1806,4.9,44.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
1602,1807,5.5,109.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,THU DUC
1603,1808,5.5,109.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,THU DUC
1604,1809,5.3,58.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,THU DUC
1606,1811,5.8,30.72,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
1607,1812,3.75,62.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
1608,1813,5.3,80.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN PHU
1610,1815,5.7,44.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,8
1611,1816,4.6,36.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
1613,1818,5.88,76.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
1614,1819,5.88,76.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
1616,1821,4.0,41.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,GO VAP
1617,1822,6.5,85.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,BINH THANH
1618,1823,42.0,252.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
1619,1824,15.2,88.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8
1620,1825,10.28,100.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,TAN PHU
1622,1828,4.7,55.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
1623,1829,5.35,71.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
1624,1830,10.28,88.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6
1625,1831,5.5,59.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN BINH
1626,1832,5.8,53.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH THANH
1627,1833,14.0,45.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,10
1628,1834,5.0,84.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
1629,1835,5.0,37.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,10
1630,1836,2.36,60.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,BINH THANH
1631,1838,3.1,40.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
1632,1839,2.25,27.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3
1634,1841,2.0,40.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
1635,1842,2.7,68.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,THU DUC
1636,1843,6.0,64.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
1637,1844,4.25,50.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
1638,1845,3.7,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
1639,1846,4.7,105.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11
1640,1847,3.9,63.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,BINH TAN
1641,1848,4.4,48.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH TAN
1642,1849,3.9,33.9,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH THANH
1643,1850,5.6,135.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH TAN
1644,1851,4.3,52.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
1645,1852,4.2,40.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,BINH THANH
1646,1853,69.9,290.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
1647,1854,6.6,60.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
1648,1855,2.55,57.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12
1649,1856,3.0,72.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,THU DUC
1650,1857,4.3,40.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,GO VAP
1651,1858,3.3,80.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
1652,1859,11.4,45.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,10
1653,1860,5.6,65.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH TAN
1654,1861,10.2,91.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH THANH
1655,1862,3.55,40.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
1657,1864,6.0,67.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,THU DUC
1658,1865,6.0,67.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,THU DUC
1659,1866,6.35,52.2,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
1660,1867,4.5,45.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,BINH THANH
1661,1868,3.6,72.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2
1662,1869,4.0,49.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
1663,1870,4.85,65.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,BINH TAN
1664,1871,4.8,70.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,TAN PHU
1665,1872,2.6,50.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
1666,1874,8.0,90.8,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,THU DUC
1667,1875,2.3,24.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
1668,1876,6.3,73.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH TAN
1669,1877,6.0,82.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9
1670,1878,5.4,51.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
1674,1883,11.5,62.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
1675,1884,1.6,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
1676,1885,8.5,62.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,THU DUC
1677,1886,8.5,62.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,THU DUC
1678,1887,4.1,41.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
1679,1888,5.0,60.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN BINH
1680,1889,3.6,40.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
1681,1890,2.55,52.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
1682,1891,6.5,45.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,PHU NHUAN
1683,1892,5.1,48.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
1684,1893,5.8,94.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2
1686,1895,3.6,27.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
1687,1896,17.0,47.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,BINH THANH
1688,1898,5.6,72.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,GO VAP
1689,1899,9.5,85.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,BINH THANH
1691,1901,13.5,80.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6
1692,1902,3.55,37.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
1693,1903,4.1,37.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
1694,1904,8.5,196.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH THANH
1695,1905,6.3,112.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
1697,1907,2.22,20.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
1698,1908,6.2,70.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,PHU NHUAN
1699,1909,8.3,77.5,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
1700,1910,2.55,61.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3
1701,1911,6.3,109.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,THU DUC
1702,1912,5.5,67.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,THU DUC
1703,1913,4.5,75.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,THU DUC
1704,1914,4.37,28.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
1705,1915,12.9,98.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
1706,1916,3.9,92.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PHU NHUAN
1707,1917,6.8,60.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,TAN PHU
1708,1918,3.88,35.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH THANH
1709,1919,4.5,58.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,TAN PHU
1711,1921,2.75,52.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
1712,1922,19.0,226.0,26.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,THU DUC
1713,1923,20.0,136.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6
1714,1924,23.0,85.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6
1715,1925,6.1,68.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,TAN PHU
1718,1928,4.4,57.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
1719,1929,2.7,68.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,THU DUC
1720,1930,3.15,55.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
1721,1931,6.4,60.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
1722,1932,4.0,56.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
1723,1933,6.0,58.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,TAN PHU
1724,1934,6.6,75.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,PHU NHUAN
1725,1935,2.5,57.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,THU DUC
1726,1936,7.5,50.8,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TAN BINH
1727,1937,21.0,225.0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,THU DUC
1728,1938,6.4,73.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
