price,area,bedroom,bathroom,facade,urgent,floor,district,mean_land_price_of_district,facility
5.8,45.0,3.0,3.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,3.0
8.71,83.25,4.0,5.0,0.0,0.0,3.0,10,0.1246569785410537,2.0
5.9,65.0,3.0,4.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,1.0
5.48,44.0,2.0,3.0,0.0,0.0,3.0,8,0.10265030798817504,0.0
4.68,37.0,4.0,1.0,0.0,0.0,4.0,GO VAP,0.10348560001584498,1.0
3.65,22.0,2.0,2.0,1.0,0.0,3.0,PHU NHUAN,0.12307967709930681,0.0
3.7,26.0,2.0,3.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,0.0
6.18,72.0,6.0,5.0,1.0,1.0,4.0,BINH TAN,0.0799054007556501,0.0
5.5,40.0,1.0,1.0,0.0,1.0,3.0,TAN BINH,0.10818958685246544,0.0
4.2,49.0,6.0,4.0,1.0,0.0,4.0,11,0.11410860554881458,0.0
5.3,30.0,1.0,1.0,1.0,0.0,4.0,TAN BINH,0.10818958685246544,1.0
3.3,36.0,3.0,1.0,0.0,1.0,2.0,TAN PHU,0.08977856929214675,0.0
5.2,57.0,3.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,1.0
5.3,30.0,1.0,1.0,0.0,1.0,4.0,TAN BINH,0.10818958685246544,0.0
4.8,40.0,2.0,3.0,0.0,0.0,4.0,TAN PHU,0.08977856929214675,2.0
5.9,65.0,3.0,4.0,0.0,0.0,4.0,3,0.11497351452777377,0.0
3.29,31.0,2.0,1.0,0.0,0.0,3.0,TAN PHU,0.08977856929214675,0.0
8.6,74.0,2.0,1.0,1.0,1.0,4.0,TAN PHU,0.08977856929214675,1.0
2.8,28.0,2.0,2.0,0.0,0.0,3.0,TAN BINH,0.10818958685246544,0.0
5.1,64.0,4.0,4.0,1.0,0.0,3.0,GO VAP,0.10348560001584498,2.0
4.15,55.0,3.0,1.0,1.0,0.0,1.0,11,0.11410860554881458,2.0
3.0,40.0,2.0,1.0,1.0,1.0,1.0,11,0.11410860554881458,2.0
3.7,75.0,3.0,2.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
4.5,40.0,2.0,2.0,0.0,0.0,2.0,BINH THANH,0.11057247745426507,0.0
3.5,50.0,2.0,2.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,2.0
5.9,44.0,1.0,1.0,0.0,0.0,2.0,TAN BINH,0.10818958685246544,0.0
5.49,30.0,2.0,2.0,1.0,0.0,2.0,TAN BINH,0.10818958685246544,0.0
4.2,39.0,3.0,3.0,0.0,0.0,3.0,TAN BINH,0.10818958685246544,1.0
4.6,58.0,1.0,1.0,1.0,0.0,1.0,BINH TAN,0.0799054007556501,3.0
4.7,48.0,4.0,5.0,1.0,0.0,3.0,BINH TAN,0.0799054007556501,3.0
8.5,56.0,5.0,3.0,1.0,0.0,2.0,10,0.1246569785410537,2.0
4.5,54.0,1.0,1.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,3.0
4.35,64.0,1.0,1.0,0.0,0.0,1.0,BINH TAN,0.0799054007556501,1.0
5.5,76.0,4.0,4.0,1.0,0.0,4.0,TAN PHU,0.08977856929214675,3.0
6.0,55.0,4.0,3.0,1.0,0.0,3.0,9,0.0778805983721728,1.0
3.9,60.0,2.0,3.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,1.0
2.39,34.0,2.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,0.0
2.6,100.0,3.0,2.0,0.0,1.0,2.0,12,0.06605619406752164,0.0
5.0,98.0,4.0,2.0,1.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
5.5,40.0,3.0,3.0,1.0,0.0,4.0,TAN PHU,0.08977856929214675,1.0
4.5,46.0,4.0,3.0,1.0,0.0,3.0,THU DUC,0.07739925980445196,0.0
6.5,56.0,4.0,4.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
2.98,67.0,2.0,2.0,1.0,1.0,2.0,12,0.06605619406752164,0.0
4.6,96.0,3.0,1.0,0.0,0.0,1.0,7,0.09975934773649435,2.0
4.7,70.0,3.0,2.0,1.0,1.0,2.0,BINH TAN,0.0799054007556501,0.0
5.0,51.0,4.0,3.0,1.0,1.0,2.0,TAN PHU,0.08977856929214675,0.0
5.2,46.0,3.0,3.0,1.0,0.0,3.0,BINH TAN,0.0799054007556501,3.0
3.78,36.0,4.0,3.0,0.0,1.0,3.0,PHU NHUAN,0.12307967709930681,0.0
3.0,61.0,2.0,1.0,0.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
3.0,32.0,2.0,2.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,0.0
4.85,48.0,2.0,2.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,1.0
3.33,49.0,2.0,2.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,1.0
4.49,45.0,1.0,1.0,0.0,0.0,1.0,TAN BINH,0.10818958685246544,2.0
3.9,40.0,3.0,3.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,1.0
3.8,76.0,4.0,3.0,1.0,0.0,1.0,GO VAP,0.10348560001584498,0.0
5.0,50.0,4.0,3.0,0.0,0.0,3.0,9,0.0778805983721728,0.0
4.8,90.0,2.0,1.0,1.0,0.0,1.0,THU DUC,0.07739925980445196,0.0
4.2,64.0,3.0,3.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,3.0
3.65,40.0,2.0,1.0,0.0,1.0,2.0,GO VAP,0.10348560001584498,2.0
3.7,44.0,3.0,3.0,1.0,1.0,3.0,GO VAP,0.10348560001584498,1.0
3.5,42.0,2.0,2.0,1.0,0.0,2.0,TAN BINH,0.10818958685246544,0.0
3.6,50.0,3.0,2.0,1.0,1.0,1.0,BINH TAN,0.0799054007556501,0.0
5.2,55.0,4.0,1.0,0.0,0.0,4.0,BINH TAN,0.0799054007556501,0.0
4.79,32.0,3.0,1.0,0.0,0.0,3.0,TAN BINH,0.10818958685246544,0.0
4.0,40.0,3.0,3.0,1.0,1.0,3.0,THU DUC,0.07739925980445196,1.0
2.7,40.0,3.0,2.0,1.0,0.0,2.0,12,0.06605619406752164,0.0
5.0,50.0,4.0,3.0,1.0,1.0,3.0,9,0.0778805983721728,0.0
3.3,66.0,6.0,3.0,0.0,1.0,3.0,12,0.06605619406752164,0.0
3.9,57.0,3.0,2.0,1.0,0.0,2.0,12,0.06605619406752164,0.0
3.3,60.0,3.0,2.0,1.0,1.0,2.0,12,0.06605619406752164,3.0
2.9,44.0,2.0,2.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,2.0
2.9,44.0,2.0,2.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,2.0
1.9,18.0,1.0,2.0,0.0,1.0,3.0,BINH THANH,0.11057247745426507,3.0
3.15,89.0,3.0,2.0,1.0,1.0,1.0,HOC MON,0.06063119754117045,4.0
7.8,45.0,3.0,3.0,1.0,0.0,4.0,TAN BINH,0.10818958685246544,1.0
7.8,45.0,3.0,3.0,0.0,0.0,4.0,TAN BINH,0.10818958685246544,0.0
3.15,89.0,3.0,2.0,1.0,1.0,1.0,HOC MON,0.06063119754117045,4.0
5.7,81.0,4.0,4.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,2.0
3.1,60.0,2.0,2.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,0.0
5.2,80.0,2.0,3.0,1.0,1.0,2.0,GO VAP,0.10348560001584498,0.0
4.5,42.0,2.0,2.0,1.0,0.0,3.0,GO VAP,0.10348560001584498,0.0
4.8,55.0,4.0,3.0,1.0,0.0,4.0,TAN BINH,0.10818958685246544,3.0
2.8,42.0,2.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,0.0
6.9,82.0,3.0,1.0,1.0,1.0,3.0,BINH THANH,0.11057247745426507,0.0
4.54,56.0,1.0,1.0,0.0,1.0,1.0,TAN BINH,0.10818958685246544,0.0
8.5,58.0,5.0,6.0,0.0,1.0,4.0,PHU NHUAN,0.12307967709930681,2.0
5.4,45.0,4.0,5.0,1.0,0.0,4.0,BINH THANH,0.11057247745426507,1.0
4.9,56.0,4.0,3.0,1.0,0.0,4.0,TAN BINH,0.10818958685246544,2.0
4.9,56.0,4.0,3.0,1.0,0.0,4.0,TAN BINH,0.10818958685246544,3.0
4.5,45.0,3.0,4.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
4.8,72.0,2.0,2.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,1.0
4.8,75.0,4.0,2.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
4.8,75.0,4.0,2.0,1.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
4.6,35.0,2.0,3.0,1.0,1.0,2.0,GO VAP,0.10348560001584498,3.0
4.9,58.0,3.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,1.0
6.1,54.0,3.0,1.0,1.0,0.0,3.0,BINH TAN,0.0799054007556501,1.0
2.9,80.0,4.0,3.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,0.0
3.8,60.0,1.0,1.0,0.0,1.0,3.0,12,0.06605619406752164,0.0
5.4,76.0,3.0,3.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,2.0
4.9,42.0,3.0,4.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,0.0
8.8,75.0,1.0,1.0,0.0,0.0,2.0,TAN BINH,0.10818958685246544,0.0
8.7,54.0,1.0,1.0,1.0,1.0,4.0,2,0.09464763979473478,0.0
4.15,58.0,3.0,2.0,0.0,0.0,2.0,THU DUC,0.07739925980445196,1.0
6.5,55.0,5.0,6.0,1.0,1.0,4.0,TAN BINH,0.10818958685246544,0.0
6.5,55.0,5.0,6.0,1.0,0.0,4.0,TAN BINH,0.10818958685246544,0.0
3.7,39.0,2.0,2.0,1.0,0.0,1.0,TAN PHU,0.08977856929214675,4.0
3.2,44.0,2.0,2.0,1.0,1.0,2.0,BINH TAN,0.0799054007556501,0.0
