price,area,bedroom,bathroom,facade,urgent,floor,district,mean_land_price_of_district,facility
4.8,27.0,2.0,3.0,1.0,0.0,4.0,PHU NHUAN,0.12307967709930681,0.0
6.2,50.0,3.0,3.0,0.0,0.0,3.0,BINH THANH,0.11057247745426507,1.0
4.05,61.0,3.0,2.0,1.0,0.0,2.0,12,0.06605619406752164,0.0
4.6,46.0,2.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,2.0
3.5,59.0,2.0,2.0,1.0,0.0,2.0,12,0.06605619406752164,0.0
5.6,43.0,4.0,3.0,0.0,0.0,4.0,GO VAP,0.10348560001584498,3.0
2.4,23.0,2.0,1.0,0.0,0.0,2.0,10,0.1246569785410537,0.0
6.8,42.0,5.0,1.0,0.0,0.0,4.0,TAN BINH,0.10818958685246544,0.0
8.8,72.0,3.0,4.0,1.0,1.0,4.0,TAN BINH,0.10818958685246544,0.0
4.5,45.0,3.0,3.0,0.0,0.0,3.0,BINH THANH,0.11057247745426507,0.0
7.0,69.0,4.0,6.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
5.2,92.0,4.0,4.0,1.0,0.0,4.0,THU DUC,0.07739925980445196,0.0
4.2,60.0,3.0,1.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,0.0
4.1,60.0,2.0,2.0,0.0,0.0,1.0,TAN PHU,0.08977856929214675,0.0
7.4,70.0,5.0,4.0,0.0,0.0,4.0,BINH THANH,0.11057247745426507,0.0
3.5,63.0,2.0,2.0,0.0,1.0,1.0,7,0.09975934773649435,1.0
7.5,77.0,1.0,1.0,0.0,0.0,1.0,GO VAP,0.10348560001584498,0.0
5.0,80.0,4.0,3.0,1.0,0.0,3.0,BINH TAN,0.0799054007556501,2.0
3.95,45.0,2.0,2.0,0.0,0.0,3.0,7,0.09975934773649435,2.0
6.8,53.0,3.0,3.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
3.9,64.0,3.0,3.0,0.0,1.0,4.0,GO VAP,0.10348560001584498,1.0
8.1,52.0,4.0,3.0,1.0,0.0,3.0,7,0.09975934773649435,2.0
4.8,77.0,3.0,1.0,1.0,0.0,1.0,BINH THANH,0.11057247745426507,3.0
4.8,77.0,3.0,1.0,1.0,0.0,1.0,BINH THANH,0.11057247745426507,4.0
6.3,63.0,2.0,2.0,1.0,1.0,2.0,TAN PHU,0.08977856929214675,2.0
8.0,80.0,4.0,4.0,1.0,0.0,3.0,THU DUC,0.07739925980445196,3.0
6.0,68.0,4.0,4.0,1.0,0.0,4.0,THU DUC,0.07739925980445196,1.0
3.9,35.0,4.0,4.0,1.0,0.0,4.0,BINH THANH,0.11057247745426507,1.0
4.6,53.0,4.0,3.0,0.0,1.0,3.0,THU DUC,0.07739925980445196,3.0
4.3,52.0,2.0,2.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,0.0
7.5,66.0,4.0,5.0,1.0,0.0,3.0,BINH TAN,0.0799054007556501,3.0
3.1,45.0,3.0,3.0,1.0,0.0,3.0,THU DUC,0.07739925980445196,0.0
6.0,58.0,3.0,3.0,1.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
3.98,64.0,3.0,3.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,0.0
3.77,94.0,2.0,2.0,1.0,0.0,2.0,12,0.06605619406752164,0.0
2.9,50.0,3.0,2.0,1.0,1.0,2.0,HOC MON,0.06063119754117045,1.0
2.25,60.0,3.0,2.0,0.0,0.0,2.0,HOC MON,0.06063119754117045,1.0
3.6,52.0,2.0,2.0,0.0,0.0,1.0,TAN PHU,0.08977856929214675,0.0
3.6,52.0,2.0,2.0,0.0,0.0,1.5,TAN PHU,0.08977856929214675,0.0
4.98,43.0,2.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,3.0
5.2,75.0,3.0,2.0,1.0,0.0,1.0,THU DUC,0.07739925980445196,3.0
4.4,50.0,2.0,3.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,1.0
2.85,25.0,2.0,3.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,0.0
7.0,90.0,1.0,1.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,4.0
4.25,50.0,1.0,1.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,2.0
4.0,19.0,1.0,1.0,1.0,0.0,2.0,PHU NHUAN,0.12307967709930681,0.0
1.55,22.0,2.0,2.0,1.0,1.0,2.0,HOC MON,0.06063119754117045,0.0
2.5,35.0,2.0,2.0,0.0,0.0,2.0,12,0.06605619406752164,0.0
7.0,75.3,4.0,4.0,1.0,1.0,4.0,THU DUC,0.07739925980445196,3.0
4.25,44.0,1.0,1.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,2.0
5.5,70.0,4.0,1.0,1.0,0.0,4.0,TAN PHU,0.08977856929214675,2.0
7.5,47.0,4.0,3.0,0.0,0.0,3.0,BINH THANH,0.11057247745426507,0.0
5.9,61.0,4.0,4.0,1.0,0.0,2.0,7,0.09975934773649435,1.0
2.75,80.0,2.0,2.0,0.0,1.0,1.0,8,0.10265030798817504,0.0
6.6,70.0,2.0,2.0,1.0,1.0,1.0,GO VAP,0.10348560001584498,0.0
5.0,60.0,3.0,4.0,1.0,0.0,3.0,THU DUC,0.07739925980445196,0.0
3.95,70.0,1.0,1.0,0.0,0.0,4.0,BINH THANH,0.11057247745426507,3.0
5.7,25.0,2.0,3.0,0.0,0.0,4.0,TAN BINH,0.10818958685246544,0.0
4.68,48.0,4.0,3.0,1.0,0.0,4.0,BINH TAN,0.0799054007556501,3.0
5.3,68.0,1.0,1.0,0.0,1.0,3.0,TAN PHU,0.08977856929214675,1.0
8.9,50.0,1.0,1.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,2.0
8.5,36.4,4.0,3.0,1.0,1.0,3.0,BINH THANH,0.11057247745426507,3.0
8.5,36.4,4.0,3.0,0.0,0.0,3.0,BINH THANH,0.11057247745426507,3.0
3.98,64.0,3.0,3.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
3.98,64.0,3.0,3.0,0.0,0.0,1.0,GO VAP,0.10348560001584498,0.0
5.6,32.0,3.0,3.0,0.0,0.0,4.0,10,0.1246569785410537,1.0
4.65,56.0,2.0,1.0,0.0,1.0,1.0,9,0.0778805983721728,0.0
8.7,52.0,4.0,5.0,0.0,0.0,4.0,10,0.1246569785410537,2.0
4.85,54.0,1.0,1.0,1.0,0.0,1.0,BINH THANH,0.11057247745426507,3.0
4.2,36.0,2.0,2.0,1.0,1.0,2.0,BINH THANH,0.11057247745426507,0.0
6.2,37.0,3.0,3.0,0.0,0.0,2.0,TAN BINH,0.10818958685246544,0.0
5.7,65.0,3.0,2.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,2.0
2.9,60.0,1.0,1.0,1.0,0.0,1.0,BINH TAN,0.0799054007556501,0.0
7.2,63.0,4.0,1.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
4.9,66.0,3.0,1.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,0.0
7.3,54.0,6.0,6.0,1.0,1.0,4.0,TAN BINH,0.10818958685246544,0.0
4.65,28.0,2.0,3.0,0.0,0.0,3.0,1,0.1352847565715967,0.0
3.7,56.0,1.0,1.0,0.0,0.0,1.0,TAN PHU,0.08977856929214675,0.0
2.85,35.0,2.0,2.0,0.0,0.0,4.0,TAN PHU,0.08977856929214675,1.0
6.8,46.0,3.0,2.0,1.0,0.0,2.0,8,0.10265030798817504,3.0
3.68,33.0,2.0,2.0,0.0,0.0,1.0,8,0.10265030798817504,0.0
6.3,64.0,3.0,2.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,1.0
6.0,60.0,3.0,2.0,1.0,0.0,3.0,THU DUC,0.07739925980445196,2.0
3.98,64.0,3.0,3.0,0.0,1.0,3.0,GO VAP,0.10348560001584498,0.0
4.5,52.0,2.0,2.0,1.0,0.0,2.0,TAN PHU,0.08977856929214675,0.0
4.1,56.0,2.0,2.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,1.0
4.59,39.0,3.0,3.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,0.0
4.0,44.0,3.0,2.0,1.0,0.0,3.0,BINH TAN,0.0799054007556501,2.0
4.08,33.0,3.0,3.0,0.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
3.6,52.0,3.0,1.0,0.0,1.0,2.0,TAN PHU,0.08977856929214675,0.0
4.1,58.0,3.0,1.0,0.0,0.0,3.0,TAN PHU,0.08977856929214675,0.0
6.7,48.0,6.0,5.0,1.0,0.0,1.0,TAN BINH,0.10818958685246544,0.0
2.7,45.0,2.0,2.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,1.0
3.85,44.0,3.0,2.0,0.0,0.0,3.0,BINH TAN,0.0799054007556501,1.0
3.85,44.0,3.0,2.0,1.0,1.0,3.0,BINH TAN,0.0799054007556501,1.0
2.9,60.0,2.0,1.0,1.0,1.0,2.0,11,0.11410860554881458,0.0
4.7,82.0,3.0,2.0,1.0,0.0,2.0,6,0.0926808936585497,3.0
2.799,34.0,1.0,1.0,0.0,0.0,1.0,TAN PHU,0.08977856929214675,0.0
5.4,64.0,4.0,1.0,0.0,0.0,4.0,TAN PHU,0.08977856929214675,0.0
5.5,36.0,3.0,4.0,0.0,0.0,4.0,TAN PHU,0.08977856929214675,0.0
6.2,50.0,4.0,4.0,1.0,0.0,4.0,BINH THANH,0.11057247745426507,1.0
8.9,50.0,1.0,1.0,1.0,0.0,4.0,BINH THANH,0.11057247745426507,2.0
4.3,55.0,4.0,3.0,0.0,1.0,4.0,THU DUC,0.07739925980445196,1.0
4.3,55.0,4.0,3.0,0.0,1.0,4.0,THU DUC,0.07739925980445196,0.0
5.9,60.0,3.0,2.0,1.0,1.0,3.0,9,0.0778805983721728,3.0
2.9,35.0,3.0,3.0,1.0,0.0,3.0,12,0.06605619406752164,0.0
6.35,68.0,4.0,3.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,1.0
6.35,68.0,4.0,3.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,2.0
8.9,93.0,3.0,3.0,1.0,0.0,2.0,7,0.09975934773649435,1.0
3.25,44.0,1.0,1.0,0.0,0.0,1.0,TAN PHU,0.08977856929214675,0.0
5.0,57.0,3.0,3.0,1.0,0.0,2.0,7,0.09975934773649435,1.0
2.2,60.0,2.0,2.0,1.0,1.0,2.0,9,0.0778805983721728,0.0
4.9,33.0,1.0,1.0,1.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
4.7,65.0,2.0,3.0,0.0,0.0,2.0,TAN BINH,0.10818958685246544,2.0
4.2,74.0,1.0,1.0,1.0,0.0,1.0,7,0.09975934773649435,2.0
4.85,53.0,2.0,2.0,1.0,0.0,1.0,7,0.09975934773649435,2.0
8.95,60.0,1.0,1.0,0.0,0.0,4.0,7,0.09975934773649435,2.0
4.2,55.0,2.0,2.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,2.0
4.15,61.0,4.0,2.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
4.85,60.2,2.0,2.0,1.0,1.0,1.0,BINH TAN,0.0799054007556501,2.0
4.2,55.0,3.0,2.0,1.0,0.0,2.0,THU DUC,0.07739925980445196,2.0
7.0,53.0,4.0,1.0,0.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
3.95,80.0,2.0,2.0,0.0,0.0,3.0,BINH TAN,0.0799054007556501,1.0
3.95,80.0,2.0,2.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,1.0
6.95,86.0,4.0,5.0,0.0,1.0,4.0,2,0.09464763979473478,2.0
4.4,60.0,3.0,3.0,1.0,0.0,4.0,BINH TAN,0.0799054007556501,0.0
4.1,48.0,2.0,2.0,1.0,0.0,2.0,TAN PHU,0.08977856929214675,0.0
3.55,50.0,1.0,1.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,3.0
6.2,65.0,2.0,2.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,0.0
8.5,60.0,6.0,1.0,1.0,0.0,4.0,TAN BINH,0.10818958685246544,0.0
6.0,76.0,2.0,1.0,1.0,1.0,2.0,BINH THANH,0.11057247745426507,0.0
6.0,76.0,2.0,1.0,0.0,0.0,2.0,BINH THANH,0.11057247745426507,0.0
7.0,59.3,4.0,4.0,1.0,1.0,4.0,THU DUC,0.07739925980445196,4.0
9.0,57.4,5.0,6.0,1.0,0.0,4.0,BINH THANH,0.11057247745426507,1.0
9.0,57.4,5.0,6.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,1.0
7.9,69.0,4.0,4.0,0.0,1.0,3.0,THU DUC,0.07739925980445196,0.0
4.95,48.0,1.0,1.0,0.0,1.0,3.0,GO VAP,0.10348560001584498,0.0
3.15,32.0,2.0,2.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,0.0
4.7,41.0,3.0,3.0,0.0,0.0,2.0,BINH THANH,0.11057247745426507,0.0
4.8,71.0,3.0,2.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,1.0
8.9,54.0,2.0,2.0,1.0,0.0,1.0,2,0.09464763979473478,0.0
6.5,36.0,4.0,1.0,0.0,0.0,4.0,3,0.11497351452777377,0.0
3.5,40.0,2.0,2.0,1.0,1.0,1.0,7,0.09975934773649435,2.0
3.78,40.0,2.0,2.0,1.0,0.0,1.0,7,0.09975934773649435,2.0
4.0,55.0,2.0,2.0,1.0,0.0,2.0,THU DUC,0.07739925980445196,5.0
3.25,50.0,2.0,2.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,2.0
6.7,36.0,4.0,3.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,4.0
5.9,60.0,3.0,6.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,1.0
6.38,100.0,4.0,3.0,0.0,0.0,3.0,BINH TAN,0.0799054007556501,0.0
7.9,53.0,3.0,2.0,1.0,1.0,2.0,TAN BINH,0.10818958685246544,2.0
8.6,65.0,4.0,3.0,1.0,0.0,3.0,TAN BINH,0.10818958685246544,0.0
4.8,36.0,3.0,2.0,0.0,0.0,3.0,BINH THANH,0.11057247745426507,0.0
6.2,62.0,4.0,5.0,1.0,1.0,3.0,7,0.09975934773649435,1.0
6.2,62.0,4.0,5.0,1.0,1.0,3.0,7,0.09975934773649435,2.0
3.9,40.0,4.0,4.0,1.0,0.0,2.0,7,0.09975934773649435,2.0
4.9,60.0,4.0,4.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,1.0
2.8,80.0,2.0,2.0,0.0,1.0,1.0,8,0.10265030798817504,0.0
1.79,12.0,2.0,2.0,0.0,0.0,2.0,GO VAP,0.10348560001584498,0.0
7.5,60.0,4.0,4.0,0.0,0.0,3.0,BINH TAN,0.0799054007556501,0.0
7.3,88.0,3.0,3.0,1.0,0.0,1.0,BINH THANH,0.11057247745426507,0.0
3.45,64.0,3.0,2.0,1.0,1.0,2.0,12,0.06605619406752164,0.0
4.65,42.0,2.0,2.0,0.0,0.0,1.0,BINH THANH,0.11057247745426507,0.0
2.55,19.0,3.0,1.0,0.0,0.0,2.5,BINH THANH,0.11057247745426507,2.0
5.4,54.0,4.0,4.0,0.0,0.0,1.0,THU DUC,0.07739925980445196,1.0
5.6,60.0,3.0,3.0,0.0,0.0,3.0,BINH TAN,0.0799054007556501,0.0
6.5,50.0,4.0,3.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,1.0
4.5,49.0,2.0,2.0,0.0,0.0,2.0,TAN BINH,0.10818958685246544,1.0
5.88,90.0,4.0,4.0,0.0,0.0,4.0,BINH TAN,0.0799054007556501,0.0
4.69,35.0,2.0,3.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,0.0
6.6,59.0,1.0,1.0,1.0,1.0,2.0,TAN BINH,0.10818958685246544,0.0
4.8,76.0,3.0,3.0,0.0,0.0,2.0,12,0.06605619406752164,0.0
2.69,23.0,2.0,2.0,0.0,0.0,2.0,GO VAP,0.10348560001584498,0.0
2.05,20.0,2.0,3.0,1.0,1.0,3.0,GO VAP,0.10348560001584498,0.0
5.2,80.0,3.0,3.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,0.0
5.0,50.0,4.0,3.0,1.0,0.0,4.0,THU DUC,0.07739925980445196,2.0
3.4,61.0,1.0,2.0,0.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
4.2,65.0,1.0,1.0,0.0,0.0,2.0,BINH TAN,0.0799054007556501,0.0
6.8,64.0,1.0,1.0,1.0,0.0,4.0,BINH TAN,0.0799054007556501,1.0
4.1,50.0,2.0,1.0,0.0,0.0,1.0,12,0.06605619406752164,2.0
4.9,50.0,4.0,3.0,0.0,0.0,3.0,BINH THANH,0.11057247745426507,0.0
4.95,57.6,4.0,2.0,0.0,1.0,2.0,GO VAP,0.10348560001584498,0.0
2.4,20.0,2.0,2.0,1.0,0.0,3.0,BINH THANH,0.11057247745426507,0.0
2.4,20.0,2.0,2.0,1.0,1.0,3.0,BINH THANH,0.11057247745426507,0.0
6.8,68.0,4.0,3.0,1.0,0.0,3.0,THU DUC,0.07739925980445196,1.0
4.75,45.4,2.0,3.0,0.0,0.0,1.0,7,0.09975934773649435,3.0
4.5,52.0,2.0,2.0,1.0,0.0,2.0,7,0.09975934773649435,0.0
6.65,62.0,3.0,2.0,0.0,0.0,2.0,TAN BINH,0.10818958685246544,0.0
6.9,60.0,3.0,3.0,0.0,0.0,3.0,TAN PHU,0.08977856929214675,1.0
7.3,75.0,2.0,2.0,0.0,0.0,2.0,BINH THANH,0.11057247745426507,1.0
3.4,65.0,2.0,1.0,1.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
8.2,44.0,1.0,1.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,2.0
7.99,70.0,5.0,3.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
4.6,60.0,2.0,2.0,0.0,1.0,2.0,THU DUC,0.07739925980445196,1.0
4.6,54.0,2.0,3.0,0.0,1.0,2.0,THU DUC,0.07739925980445196,1.0
4.6,60.0,2.0,2.0,0.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
5.35,67.0,3.0,3.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,2.0
3.45,68.0,3.0,3.0,0.0,0.0,2.0,HOC MON,0.06063119754117045,1.0
4.5,36.0,4.0,3.0,1.0,0.0,3.0,GO VAP,0.10348560001584498,2.0
5.45,68.0,5.0,5.0,1.0,0.0,4.0,12,0.06605619406752164,0.0
4.34,55.0,3.0,2.0,1.0,0.0,2.0,12,0.06605619406752164,0.0
6.28,54.0,4.0,3.0,1.0,0.0,2.0,8,0.10265030798817504,1.0
3.2,28.0,3.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,3.0
4.5,72.0,3.0,1.0,1.0,1.0,1.0,9,0.0778805983721728,1.0
5.5,60.0,2.0,2.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,2.0
5.4,45.5,4.0,5.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
4.99,59.0,3.0,2.0,0.0,1.0,2.0,THU DUC,0.07739925980445196,2.0
2.2,30.0,2.0,1.0,1.0,0.0,2.0,THU DUC,0.07739925980445196,2.0
5.6,72.0,1.0,1.0,1.0,1.0,3.0,THU DUC,0.07739925980445196,3.0
6.5,62.0,4.0,6.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,3.0
5.2,75.0,4.0,2.0,1.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
3.4,60.0,2.0,1.0,0.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
5.55,57.0,4.0,4.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,3.0
4.5,64.0,5.0,1.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,0.0
5.38,72.0,3.0,3.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,0.0
4.9,60.0,3.0,2.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
3.1,60.0,3.0,1.0,0.0,0.0,1.0,12,0.06605619406752164,1.0
5.35,55.4,4.0,3.0,0.0,0.0,1.0,7,0.09975934773649435,2.0
6.6,55.0,6.0,3.0,1.0,0.0,2.0,TAN PHU,0.08977856929214675,0.0
5.65,42.0,3.0,3.0,1.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
2.2,33.0,3.0,2.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,2.0
6.7,63.0,4.0,5.0,0.0,0.0,4.0,GO VAP,0.10348560001584498,2.0
6.9,60.0,3.0,3.0,1.0,0.0,3.0,TAN PHU,0.08977856929214675,1.0
7.1,60.0,4.0,5.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,1.0
5.7,56.0,3.0,2.0,1.0,0.0,2.0,BINH THANH,0.11057247745426507,0.0
4.0,63.0,4.0,2.0,0.0,1.0,3.0,THU DUC,0.07739925980445196,0.0
4.0,40.0,3.0,3.0,0.0,1.0,3.0,THU DUC,0.07739925980445196,1.0
3.9,54.0,3.0,2.0,1.0,0.0,2.0,THU DUC,0.07739925980445196,1.0
3.4,21.54,2.0,2.0,0.0,0.0,1.0,3,0.11497351452777377,1.0
3.5,36.0,2.0,2.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,1.0
4.5,45.7,1.0,1.0,0.0,0.0,1.0,BINH TAN,0.0799054007556501,1.0
4.5,45.7,1.0,1.0,0.0,0.0,4.0,BINH TAN,0.0799054007556501,1.0
4.6,50.0,2.0,2.0,0.0,0.0,2.0,BINH THANH,0.11057247745426507,2.0
2.1,53.0,2.0,1.0,0.0,0.0,1.0,BINH TAN,0.0799054007556501,0.0
7.2,86.0,1.0,1.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,3.0
7.2,72.0,1.0,1.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,2.0
5.8,92.0,3.0,3.0,1.0,1.0,3.0,TAN PHU,0.08977856929214675,1.0
4.1,51.0,2.0,2.0,0.0,0.0,1.0,TAN PHU,0.08977856929214675,2.0
2.5,48.0,2.0,1.0,1.0,0.0,1.0,THU DUC,0.07739925980445196,0.0
3.93,45.0,2.0,2.0,0.0,0.0,2.0,GO VAP,0.10348560001584498,0.0
4.5,73.0,3.0,3.0,1.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
4.5,92.0,3.0,3.0,1.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
6.3,60.0,4.0,4.0,1.0,0.0,3.0,THU DUC,0.07739925980445196,0.0
3.4,41.0,2.0,2.0,1.0,0.0,2.0,TAN PHU,0.08977856929214675,2.0
4.6,58.4,2.0,3.0,0.0,0.0,2.0,BINH THANH,0.11057247745426507,0.0
2.35,41.0,2.0,1.0,0.0,0.0,1.0,12,0.06605619406752164,3.0
4.3,50.0,2.0,2.0,0.0,1.0,2.0,GO VAP,0.10348560001584498,0.0
7.9,89.0,7.0,1.0,1.0,1.0,1.0,8,0.10265030798817504,2.0
4.75,43.0,4.0,5.0,1.0,0.0,4.0,BINH THANH,0.11057247745426507,0.0
3.2,28.0,4.0,3.0,1.0,1.0,3.0,HOC MON,0.06063119754117045,0.0
3.5,67.0,2.0,2.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
3.9,67.0,3.0,3.0,0.0,0.0,2.0,12,0.06605619406752164,0.0
4.25,82.0,2.0,1.0,0.0,0.0,1.0,12,0.06605619406752164,0.0
4.4,73.0,4.0,2.0,0.0,0.0,2.0,12,0.06605619406752164,2.0
4.6,50.0,3.0,4.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,1.0
7.5,67.0,3.0,3.0,1.0,1.0,3.0,THU DUC,0.07739925980445196,0.0
6.58,44.0,4.0,4.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,0.0
8.2,64.0,4.0,4.0,1.0,0.0,3.0,PHU NHUAN,0.12307967709930681,1.0
4.0,45.0,3.0,3.0,1.0,1.0,3.0,THU DUC,0.07739925980445196,1.0
4.0,42.0,2.0,2.0,0.0,0.0,2.0,2,0.09464763979473478,0.0
3.1,41.0,2.0,2.0,0.0,0.0,2.0,TAN PHU,0.08977856929214675,1.0
3.43,50.0,3.0,1.0,1.0,0.0,2.0,6,0.0926808936585497,1.0
3.6,57.0,1.0,1.0,0.0,0.0,1.0,BINH TAN,0.0799054007556501,1.0
4.65,66.0,2.0,2.0,0.0,0.0,1.0,BINH TAN,0.0799054007556501,0.0
4.65,66.0,2.0,2.0,1.0,0.0,2.0,11,0.11410860554881458,0.0
6.5,47.0,4.0,5.0,0.0,1.0,4.0,BINH THANH,0.11057247745426507,0.0
4.0,43.0,3.0,3.0,0.0,1.0,3.0,THU DUC,0.07739925980445196,1.0
4.85,90.0,1.0,1.0,1.0,1.0,1.0,12,0.06605619406752164,1.0
4.85,90.0,1.0,1.0,1.0,0.0,1.0,12,0.06605619406752164,1.0
2.75,40.0,3.0,1.0,0.0,0.0,2.0,12,0.06605619406752164,0.0
6.2,70.0,3.0,2.0,1.0,0.0,2.0,PHU NHUAN,0.12307967709930681,1.0
5.1,42.0,4.0,3.0,1.0,0.0,4.0,PHU NHUAN,0.12307967709930681,1.0
3.7,34.0,2.0,2.0,1.0,0.0,2.0,GO VAP,0.10348560001584498,3.0
3.8,68.0,3.0,2.0,1.0,1.0,1.0,9,0.0778805983721728,1.0
3.4,58.0,3.0,2.0,0.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
3.5,45.0,2.0,1.0,1.0,1.0,1.0,11,0.11410860554881458,1.0
3.6,85.0,3.0,2.0,1.0,0.0,2.0,BINH TAN,0.0799054007556501,1.0
3.8,64.0,3.0,2.0,0.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
3.75,57.0,1.0,1.0,1.0,0.0,1.0,BINH TAN,0.0799054007556501,1.0
3.9,29.0,4.0,4.0,1.0,1.0,3.0,PHU NHUAN,0.12307967709930681,0.0
3.9,29.0,4.0,4.0,0.0,0.0,3.0,PHU NHUAN,0.12307967709930681,0.0
3.8,65.0,3.0,2.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
3.7,64.0,3.0,2.0,1.0,1.0,2.0,THU DUC,0.07739925980445196,0.0
3.5,55.0,2.0,1.0,1.0,1.0,2.0,9,0.0778805983721728,3.0
6.38,70.0,4.0,4.0,1.0,0.0,4.0,BINH TAN,0.0799054007556501,1.0
4.3,64.0,2.0,1.0,1.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
5.3,42.0,4.0,1.0,0.0,0.0,3.0,GO VAP,0.10348560001584498,2.0
3.0,80.0,2.0,1.0,0.0,1.0,1.0,THU DUC,0.07739925980445196,2.0
5.6,72.0,3.0,2.0,1.0,1.0,3.0,12,0.06605619406752164,0.0
5.7,41.0,4.0,3.0,1.0,0.0,4.0,GO VAP,0.10348560001584498,3.0
5.2,71.0,2.0,2.0,1.0,1.0,2.0,TAN PHU,0.08977856929214675,0.0
4.2,45.0,2.0,2.0,0.0,0.0,2.0,PHU NHUAN,0.12307967709930681,1.0
3.4,60.0,4.0,2.0,0.0,1.0,1.0,THU DUC,0.07739925980445196,0.0
5.35,40.0,2.0,2.0,0.0,0.0,2.0,GO VAP,0.10348560001584498,0.0
4.95,42.0,3.0,3.0,1.0,0.0,3.0,TAN BINH,0.10818958685246544,0.0
2.7,35.0,2.0,2.0,0.0,0.0,1.0,TAN PHU,0.08977856929214675,1.0
3.5,60.0,3.0,2.0,1.0,0.0,1.0,THU DUC,0.07739925980445196,0.0
6.0,80.0,4.0,4.0,0.0,0.0,3.0,TAN PHU,0.08977856929214675,1.0
3.3,61.0,2.0,1.0,1.0,1.0,1.0,THU DUC,0.07739925980445196,3.0
7.48,80.0,4.0,3.0,0.0,0.0,4.0,TAN PHU,0.08977856929214675,0.0
